,Songs,Listeners,Playcount,Duration,Tags
0,Tock's Taunt - Loke's Treachery Part II,20103,112054,358000,"[u'Awesome', u'viking metal', u'Melodic Death Metal', u'death metal']"
1,War of the Gods,71571,621149,273000,"[u'Melodic Death Metal', u'viking metal', u'death metal', u'metal', u'swedish', u'Awesome', u'Viking Death Metal', u'burst a blood vessel listening to it', u'the song used for the fight between rambo and walker texas ranger', u'6 of 10 stars', u'shit so heavy that it broke the toilet', u'Punch it Chewie', u'heavy metal', u'Female fronted metal', u'epic', u'hair metal', u'good shit', u'love at first listen', u'Extreme Metal', u'Perfection', u'FUCKING AWESOME', u'heard live', u'10 of 10 stars', u'Swedish Metal', u'Immortal', u'Extreme Power Metal', u'battle metal', u'Officially NOT shit', u'northern metal', u'awesome voice', u'pretty rock boys', u'brainbanging', u'Kicked My Nuts', u'happy hippo cover death metal', u'not viking metal', u'more viking than erik the fucking viking', u'gets me in the mood to par-tee down', u'the one who tagged this black metal is an idiot', u'where the hell am I', u'the guy to the left is fat', u'shit my pants listening to this', u'UnMelodic Death Metal', u'DOG EAT MY POTATOCHIPS FUCKING HELL', u'bibzoom - sweden rock festival 2013']"
2,Once Sealed in Blood,78565,445304,288000,"[u'Melodic Death Metal', u'viking metal', u'death metal', u'metal', u'Viking Death Metal', u'swedish', u'Swedish Metal', u'scandinavian metal', u'amon amarth', u'seen live', u'scandinavian', u'death', u'Sweden', u'I love this song', u'melodic death', u'Viking', u'black metal', u'favorites', u'modern', u'Awesome', u'good', u'great lyrics', u'fav', u'melodic metal', u'english lyrics', u'6 of 10 stars', u'swedish artist', u'favs', u'blood', u'5 of 10 stars', u'9 lbs hammer', u'modern death metal', u'melo death', u'melodeath', u'music that makes your head explode of amazement', u'amazingness', u'Ruojis arvostaa', u'so good', u'skandinavian', u'headbangers ball', u'Fucking Heavy', u'querbeet3', u'makes me want to fight in an epic battle with some epic vikings', u'powerdrone', u'makes me want to fight', u'watn geiles riff', u'Black or Death', u'solo lo mejor', u'moo metal', u'amon amarth - once sealed in blood']"
3,Arson,78626,452892,405000,"[u'Melodic Death Metal', u'viking metal', u'death metal', u'metal', u'Swedish Metal', u'Viking Death Metal', u'scandinavian', u'swedish', u'folk metal', u'pagan metal', u'seen live', u'doom metal', u'epic', u'Sweden', u'amon amarth', u'garten metal', u'heavy metal', u'melodic', u'death', u'thrash metal', u'Gothic Metal', u'great lyrics', u'symphonic metal', u'Power metal', u'FUCKING AWESOME', u'7 of 10 stars', u'6 of 10 stars', u'swedish artist', u'Brutal Death Metal', u'melodic black metal', u'melodic death', u'9 lbs hammer', u'skandinavian', u'headbangers ball', u'mk-79s finest metal', u'querbeet3', u'Awesome Songs That Are Over 7 Minutes Long', u'meleodic death metal', u'Kamen', u'amonamarth', u'Viking Melodeath', u'bommi33']"
4,Beheading of A King,20594,123026,0,"[u'viking metal', u'Melodic Death Metal', u'death metal', u'metal', u'favourite', u'Sweden', u'amon amarth', u'vicking metal']"
5,The Valkyries Ride,17391,99287,0,"[u'viking metal', u'Melodic Death Metal', u'death metal', u'Viking Death Metal', u'pagan metal', u'Swedish Metal', u'amazing energy', u'metal', u'swedish', u'melodeath']"
6,Pursuit of Vikings,44258,373823,0,"[u'viking metal', u'Melodic Death Metal', u'death metal', u'Viking Death Metal', u'metal', u'Viking', u'amon amarth', u'black metal', u'headbanging', u'Extreme', u'seen live', u'swedish', u'Sweden', u'vikings', u'Norse', u'viking melodic death metal', u'hard rock', u'pain', u'awesome and heavy', u'Kicks ass', u'skandinavian', u'killer riffs part1', u'melodic death viking metal', u'beautiful', u'Brooklyn', u'favourite', u'live', u'best', u'Favourites', u'melodic metal', u'anthem', u'Swedish Metal', u'Legendary', u'Swedish Death Metal', u'My Favorites', u'Pure Fucking Metal', u'fon', u'great track', u'my stuff', u'szwecja', u'melo death metal', u'more viking than erik the fucking viking', u'black hearted', u'the perfect ones', u'Death Black Viking etc', u'canavar gibi', u'true metal gods', u'watn geiler refrain', u'voll in die fresse', u'watn geiles riff']"
7,The Fate of Norns,72324,516492,410000,"[u'viking metal', u'Melodic Death Metal', u'death metal', u'metal', u'Viking Death Metal', u'swedish', u'Viking', u'FUCKING AWESOME', u'amon amarth', u'seen live', u'favorites', u'pagan metal', u'folk metal', u'depressing', u'kick ass song', u'black metal', u'sad', u'death', u'melancholic', u'heard on Pandora', u'great lyrics', u'Sweden', u'Swedish Metal', u'Death Doom Metal', u'Melodic Death Doom Metal', u'PERFEKT', u'omg', u'beautiful', u'Awesome', u'amazing', u'Gothic Metal', u'dark ambient', u'Extreme Metal', u'melodic metal', u'deep lyrics', u'6 of 10 stars', u'swedish artist', u'memory', u'best song in the world', u'geil', u'9 lbs hammer', u'Norse', u'Death Black Metal', u'Awesome Drums', u'gives me goosebumps', u'headbangers ball', u'Melodisch', u'past and present loved songs', u'Favourite metal songs', u'Amon Amarths finest']"
8,Where Death Seems to Dwell,85075,471890,298000,"[u'Melodic Death Metal', u'death metal', u'viking metal', u'metal', u'Viking Death Metal', u'swedish', u'amon amarth', u'melodic metal', u'Where death seems to dwell', u'favorites', u'omg', u'folk metal', u'atmospheric', u'great lyrics', u'6 of 10 stars', u'Swedish Metal', u'black metal', u'seen live', u'epic', u'death', u'download', u'great', u'Favorite', u'children of bodom', u'Masterpiece', u'favorite tracks', u'swedish artist', u'cryptic', u'true metal', u'melodic death', u'9 lbs hammer', u'Viking', u'5-star', u'garten metal', u'skandinavian', u'ddd', u'headbangers ball', u'true death metal', u'true metal gods', u'smagaki', u'Nord metal', u'schwedendeath', u'Absolut Geiler Song', u'hell angels']"
9,An Ancient Sign of Coming Storm,94301,614365,279000,"[u'Melodic Death Metal', u'viking metal', u'death metal', u'metal', u'Viking Death Metal', u'amon amarth', u'Swedish Metal', u'deathmetal', u'swedish', u'melodic metal', u'Viking', u'heavy metal', u'favorites', u'John Peel', u'Nu Metal', u'must listen', u'seen live three times', u'gothenburg metal', u'good music', u'Kicks ass', u'Melodic Viking Death Metal', u'garten metal', u'Melo-Death', u'me like', u'to volim jako', u'Viking Melodic Death', u'an ancient sign of coming storm', u'Melo Death Meatl', u'mmm swedes', u'Crybs symphony', u'seen live', u'reggae', u'epic', u'heard on Pandora', u'Sweden', u'8 of 10 stars', u'9 of 10 stars', u'epic metal', u'pagan metal', u'Fuck yes', u'6 of 10 stars', u'swedish artist', u'melodic death', u'9 lbs hammer', u'Officially NOT shit', u'i just roffled my waffles', u'music that makes your head explode of amazement', u'stormy', u'wacken', u'skandinavian']"
10,Ai Vis Lo Lop,1820,10411,0,"[u'medieval', u'medieval folk', u'nordic folk', u'folk', u'All-Time Faves', u'fantasy dance', u'neo-medieval folk', u'dance around the fire']"
11,Jarylo,1259,7755,0,[]
12,Intro,1758,9852,0,"[u'folk', u'polish', u'poland', u'slavic', u'medieval folk', u'slavic folk music', u'Lara-Loved']"
13,Jomsborg,3408,20497,199000,"[u'folk', u'medieval', u'folk metal', u'folk noir', u'Pagan', u'neofolk', u'polish', u'4 Stars', u'need to hear more', u'voice of the middle ages', u'pecival']"
14,Jomsborg,3408,20497,199000,"[u'folk', u'medieval', u'folk metal', u'folk noir', u'Pagan', u'neofolk', u'polish', u'4 Stars', u'need to hear more', u'voice of the middle ages', u'pecival']"
15,Eiforr,2942,11881,133000,"[u'pagan folk', u'spiritual', u'Pagan', u'Viking', u'folk', u'singer-songwriter', u'atmospheric', u'PL', u'slavic']"
16,Branle D'ecosse,1235,5901,0,"[u'medieval', u'medieval folk', u'folk', u'nordic folk', u'fantasy dance', u'dance around the fire']"
17,Gody,1424,7269,0,"[u'folk', u'polish', u'epic', u'medieval', u'neofolk', u'poland', u'pagan folk', u'slavic', u'fantasy dance', u'neo-medieval folk']"
18,Hej na wzgórze,1459,9119,0,"[u'folk', u'polish', u'metal', u'folk metal', u'pagan metal', u'poland']"
19,Marazula,1358,7248,0,"[u'folk', u'polish', u'fantasy dance', u'--4', u'-r112fh', u'bluebellinbloom library', u'1202fh', u'16 rem 120802']"
20,Ballada,1498,7679,0,"[u'early music performer', u'Lara-Loved', u'Nicolas Gombert']"
21,Jada Goscie Jada,922,6178,0,[]
22,Garais Dancis,1357,7572,0,"[u'folk', u'polish', u'poland', u'pagan folk', u'slavic', u'Slavonic', u'neo-medieval folk']"
23,Dzisiaj Wiaczor Krotki,905,6683,0,[]
24,Kupalnocka,2032,11945,0,"[u'folk', u'polish', u'folk noir', u'PL', u'poland', u'Slavonic']"
25,Ai Vis Lo Lop,1820,10411,0,"[u'medieval', u'medieval folk', u'nordic folk', u'folk', u'All-Time Faves', u'fantasy dance', u'neo-medieval folk', u'dance around the fire']"
26,Jarylo,1259,7755,0,[]
27,Intro,1758,9852,0,"[u'folk', u'polish', u'poland', u'slavic', u'medieval folk', u'slavic folk music', u'Lara-Loved']"
28,Jomsborg,3408,20497,199000,"[u'folk', u'medieval', u'folk metal', u'folk noir', u'Pagan', u'neofolk', u'polish', u'4 Stars', u'need to hear more', u'voice of the middle ages', u'pecival']"
29,Eiforr,2942,11881,133000,"[u'pagan folk', u'spiritual', u'Pagan', u'Viking', u'folk', u'singer-songwriter', u'atmospheric', u'PL', u'slavic']"
30,Eiforr,2942,11881,133000,"[u'pagan folk', u'spiritual', u'Pagan', u'Viking', u'folk', u'singer-songwriter', u'atmospheric', u'PL', u'slavic']"
31,Jomsborg,3408,20497,199000,"[u'folk', u'medieval', u'folk metal', u'folk noir', u'Pagan', u'neofolk', u'polish', u'4 Stars', u'need to hear more', u'voice of the middle ages', u'pecival']"
32,Kupalnocka,2032,11945,0,"[u'folk', u'polish', u'folk noir', u'PL', u'poland', u'Slavonic']"
33,Ai Vis Lo Lop,1820,10411,0,"[u'medieval', u'medieval folk', u'nordic folk', u'folk', u'All-Time Faves', u'fantasy dance', u'neo-medieval folk', u'dance around the fire']"
34,Jarylo,1259,7755,0,[]
35,Intro,1758,9852,0,"[u'folk', u'polish', u'poland', u'slavic', u'medieval folk', u'slavic folk music', u'Lara-Loved']"
36,Eiforr,2942,11881,133000,"[u'pagan folk', u'spiritual', u'Pagan', u'Viking', u'folk', u'singer-songwriter', u'atmospheric', u'PL', u'slavic']"
37,Jomsborg,3408,20497,199000,"[u'folk', u'medieval', u'folk metal', u'folk noir', u'Pagan', u'neofolk', u'polish', u'4 Stars', u'need to hear more', u'voice of the middle ages', u'pecival']"
38,Utgang,369,1272,129000,[]
39,Outro,1667,7049,84000,[u'folk metal']
40,Alza Il Corno,2334,11428,0,[u'metal']
41,Igni Gena (Schelmish Tribute),1695,7389,240000,[u'folk metal']
42,Lo Stendardo,2168,9941,306000,"[u'folk metal', u'metal', u'folk', u'italian']"
43,Con Passo Pesante,2576,12650,196000,"[u'folk metal', u'metal', u'folk', u'italian']"
44,Oltre il Tempo,2347,10771,309000,"[u'metal', u'folk', u'folk metal', u'italian']"
45,In Taberna (In Vino Veritas),2199,11621,222000,"[u'folk metal', u'metal', u'folk', u'italian', u'Dudelsack']"
46,Avanti (Anonimo Italiano del XV Secolo),1506,6982,0,"[u'folk metal', u'medieval metal']"
47,Rocce Nere,3065,19061,127000,"[u'folk metal', u'heavy metal', u'metal', u'folk', u'italian folk alex']"
48,Folkstone,2946,15421,249000,[u'metal']
49,Intro,2227,9397,119000,[]
50,Rocce Nere,3065,19061,127000,"[u'folk metal', u'heavy metal', u'metal', u'folk', u'italian folk alex']"
51,Vanitŕ di Vanitŕ,106,608,0,[]
52,Nell'Alto Cadrň,108,476,0,[]
53,Vortici scuri,1452,8137,228000,[u'heavy metal']
54,Senza certezze,1349,6617,273000,[u'heavy metal']
55,Terra Santa,1673,9431,240000,"[u'heavy metal', u'alex favourite', u'italian folk alex']"
56,Luppulus in fabula,1645,8502,281000,"[u'heavy metal', u'bagpipes']"
57,Un'altra Volta Ancora,1710,9781,237000,[]
58,Frerě,136,593,0,[]
59,Anime Dannate,2166,14626,290000,"[u'heavy metal', u'metal', u'folk', u'folk metal', u'italian', u'melodic metal', u'-5', u'italian folk metal', u'italian folk alex']"
60,Aufstand!,1891,10056,225000,"[u'bagpipes', u'heavy metal', u'metal', u'-5']"
61,Vortici scuri,1452,8137,228000,[u'heavy metal']
62,Senza certezze,1349,6617,273000,[u'heavy metal']
63,Terra Santa,1673,9431,240000,"[u'heavy metal', u'alex favourite', u'italian folk alex']"
64,Luppulus in fabula,1645,8502,281000,"[u'heavy metal', u'bagpipes']"
65,Un'altra Volta Ancora,1710,9781,237000,[]
66,Frerě,136,593,0,[]
67,Anime Dannate,2166,14626,290000,"[u'heavy metal', u'metal', u'folk', u'folk metal', u'italian', u'melodic metal', u'-5', u'italian folk metal', u'italian folk alex']"
68,Aufstand!,1891,10056,225000,"[u'bagpipes', u'heavy metal', u'metal', u'-5']"
69,Longobardia,1920,10131,247000,[u'heavy metal']
70,Ol Bal di Oss,1633,6980,112000,[u'heavy metal']
71,Ai vis lolop,435,1666,283000,[]
72,Devil Dance,509,2006,160000,"[u'medieval', u'folk', u'germany', u'Mittelalter']"
73,Confusio maledicta,431,1633,196000,[]
74,Sex achtel,806,3032,147000,[u'miroque 8']
75,Rabenballade,568,2592,320000,"[u'Mittelalter', u'medieval', u'folk', u'germany', u'deutsch', u'8 of 10 stars']"
76,Tourdion,438,1623,205000,"[u'Mittelalter', u'Gothic', u'folk metal']"
77,Zweiter Merseburger Zaubersprüche,3,18,0,[]
78,Totentanz,519,1906,388000,[]
79,Heyduckentanz,443,1916,224000,[]
80,Do Ognia Pani,1437,7433,0,"[u'slavic', u'folk', u'neofolk', u'polish', u'poland']"
81,Branle D'ecosse,1235,5901,0,"[u'medieval', u'medieval folk', u'folk', u'nordic folk', u'fantasy dance', u'dance around the fire']"
82,Gody,1424,7269,0,"[u'folk', u'polish', u'epic', u'medieval', u'neofolk', u'poland', u'pagan folk', u'slavic', u'fantasy dance', u'neo-medieval folk']"
83,Hej na wzgórze,1459,9119,0,"[u'folk', u'polish', u'metal', u'folk metal', u'pagan metal', u'poland']"
84,Marazula,1358,7248,0,"[u'folk', u'polish', u'fantasy dance', u'--4', u'-r112fh', u'bluebellinbloom library', u'1202fh', u'16 rem 120802']"
85,Ballada,1498,7679,0,"[u'early music performer', u'Lara-Loved', u'Nicolas Gombert']"
86,Jada Goscie Jada,922,6178,0,[]
87,Garais Dancis,1357,7572,0,"[u'folk', u'polish', u'poland', u'pagan folk', u'slavic', u'Slavonic', u'neo-medieval folk']"
88,Dzisiaj Wiaczor Krotki,905,6683,0,[]
89,05-Narrenturm Rozdzial 5,317,633,0,[]
90,04-Narrenturm Rozdzial 4,344,639,0,[]
91,03-Narrenturm Rozdzial 3,352,653,0,[]
92,03-Narrenturm Rozdzial 3,352,653,0,[]
93,02-Narrenturm Rozdzial 2,433,851,0,"[u'polish', u'Audiobook', u'writer']"
94,You Shook Me All Night Long,750474,5507158,208000,"[u'hard rock', u'rock', u'classic rock', u'80s', u'ACDC', u'heavy metal', u'metal', u'AC/DC', u'australian', u'Rock and Roll', u'favorites', u'Supernatural', u'1980', u'ac dc', u'guitar', u'classic', u'rock n roll', u'you shook me all night long', u'70s', u'sex', u'party', u'sexy', u'Ac-Dc', u'blues rock', u'loved', u'80s rock', u'arena rock', u'fun', u'1980s', u'Love', u'old school', u'classics', u'classic metal', u'favorite songs', u'FUCKING AWESOME', u""rock'n'roll"", u'angus young', u'ACDC you shook me all night long', u'Soundtrack', u'Awesome', u'oldies', u'australia', u'cool', u'heavy rock', u'Favourite Songs', u'Brian Johnson', u'thommy', u'alternative rock', u'male vocalist', u'Favorite']"
95,back in black,1011520,6954038,0,"[u'hard rock', u'classic rock', u'rock', u'ACDC', u'heavy metal', u'80s', u'AC/DC', u'metal', u'Supernatural', u'australian', u'back in black', u'guitar', u'classic', u'rock n roll', u'70s', u'favorites', u'Rock and Roll', u'blues rock', u'Awesome', u'angus young', u'1980', u'great riff', u'ac dc', u'male vocalists', u'FUCKING AWESOME', u'heavy', u'australia', u'classic metal', u'Ac-Dc', u'80s hard rock', u'classic hard rock', u'1980s', u'black in black', u'alternative rock', u'live', u'alias']"
96,Let Me Put My Love Into You,296580,1549261,252000,"[u'hard rock', u'rock', u'classic rock', u'heavy metal', u'80s', u'AC/DC', u'ACDC', u'australian', u'rock n roll', u'metal', u'blues rock', u'70s', u'guitar', u'Rock and Roll', u'oldies', u'classic', u'favorites', u'sex', u'1980', u'driver picks the music', u'pop', u'alternative rock', u'1980s', u'7 of 10 stars', u'All time favourites', u'Aussie Rock', u'Back In Black Album', u'album rock', u'funk', u'arena rock', u'Awesome', u'Favourites', u'8 of 10 stars', u'6 of 10 stars', u'australian artist', u'd', u'angus young', u'classic metal', u'Ac-Dc', u'prova', u'back in black', u'legend rock', u'myfavoritesongs', u'718 Love']"
97,Givin the Dog a Bone,2081,6023,0,[]
98,What Do You Do for Money Honey,317397,1584610,216000,"[u'hard rock', u'rock', u'classic rock', u'80s', u'ACDC', u'heavy metal', u'AC/DC', u'metal', u'australian', u'rock n roll', u'guitar', u'arena rock', u'male vocals', u'1980', u'classic', u'oldies', u'6 of 10 stars', u'Ac-Dc', u'angus young', u'70s', u'heavy', u'favorites', u'album rock', u'blues rock', u'loved', u'Rock and Roll', u'sleazy', u'best', u'english', u'8 of 10 stars', u'10 of 10 stars', u'sleaze', u'All', u'ac dc', u'hardrock', u'Aussie Rock', u'giv er', u'ACDC Greatest Hits', u'o1', u'rock pesado']"
99,Shoot to Thrill,547167,3280065,317000,"[u'hard rock', u'rock', u'classic rock', u'80s', u'ACDC', u'heavy metal', u'AC/DC', u'metal', u'australian', u'Rock and Roll', u'legends', u'70s', u'rock n roll', u'guitar', u'classic', u'iron man 2', u'favorites', u'seen live', u'arena rock', u'love at first listen', u'absolute gods', u'blues rock', u'1980s', u'1980', u'ac dc', u'80s rock', u'australia', u'heavy rock', u'10 of 10 stars', u'angus young', u'80s metal', u'Ac-Dc', u'back in black', u'heavy', u'new wave', u'Awesome', u'oldies', u'live', u'FUCKING AWESOME', u'wrif-fm', u'classic hard rock', u'6 of 10 stars', u'australian artist', u'kick ass', u'Brian Johnson', u'classic metal', u'Workout music', u'80s hard rock', u'Hard Rock - Heavy Metal', u'Happy Headbangin']"
100,01-Narrenturm Rozdzial 1,636,1219,0,[]
101,Teresa,5305,45254,176000,"[u'Progressive disco-polo', u'bracia figo fagot', u'polish disco polo', u'niech mje chuj zastrzeli']"
102,Bal jak Bal,5161,47147,211000,"[u'disco polo', u'Progressive disco-polo']"
103,małgoś głupia,5944,55973,210000,"[u'andrzejcore', u'Trve Polish Underground Nazi Anal Black Metal']"
104,Świnki i Damy,6534,63292,0,"[u'andrzejcore', u'contemporary disco polo']"
105,Bożenka,10523,87122,216000,"[u'polish', u'what the fuck', u'andrzejcore', u'contemporary disco polo', u'major muza', u'moris cygan', u'positive yeah']"
106,Umbra,10723,44811,211000,"[u'black metal', u'folk metal', u'eerie', u'progressive black metal', u'forest', u'atmospheric black metal']"
107,Dacia Hiperboreană,8858,35907,532000,"[u'black metal', u'atmospheric black metal', u'progressive black metal', u'Romanian', u'folk metal', u'atmospheric', u'Pagan', u'dark ambient', u'forest']"
108,Pămînt,7090,30331,418000,"[u'black metal', u'atmospheric black metal', u'beautiful', u'melancholy', u'eerie', u'Pagan', u'Ritual', u'forest', u'progressive black metal']"
109,Dagr,27347,217535,338000,"[u'neofolk', u'folk', u'Pagan', u'Meditation', u'meditative', u'ambient', u'norwegian', u'soundscape', u'atmospheric', u'spiritual', u'neo-folk', u'pagan folk', u'vikings', u'deep ambient', u'metaphisical', u'psychedelic', u'Sleep', u'Chillosophy', u'hypnotic', u'dark ambient', u'trip', u'solyaris', u'hypno', u'shaman', u'b', u'DXM', u'wallpaper', u'Norse', u'0004', u'Tang', u'conc', u'ritual folk', u'0001', u'Thanks to', u'Dawgtribe', u'dag', u'norwgian epic neofolk', u'epic and spiritual']"
110,Algir - Togntale,8913,72056,0,"[u'dark', u'neofolk', u'Soundtrack', u'choir', u'dark ambient', u'magic male voice', u'4 Star', u'pagan folk', u'super chill', u'm meister tat', u'meabsolutfav', u'norvegian', u'myfavo', u'mylounge', u'deepnight', u'thrillchill', u'hexenkind', u'9p', u'y e s yes yes']"
111,Reise zu den Seen,2310,15919,345000,"[u'folk', u'folk rock', u'harmonica', u'Mittelalter', u'wonderful', u'songs to sing along with', u'nachtgeschrei']"
112,Der Meister,16750,65923,204000,"[u'Mittelalter', u'medieval', u'german', u'folk metal', u'folk', u'Medieval Rock', u'Mittelalterrock', u'rock', u'mittelalter rock', u'mittelalter-folk', u'dunkel', u'metal', u'celtic', u'krabat', u'akirahoshi dark', u'nachtgeschrei', u'slgdmfolk', u'gothic bordun', u'argentnox amv', u'Radio', u'filk', u'german lyrics', u'violino', u'meins', u'lotte', u'sackpfeife', u'Nox likes', u'argentnox', u'argentnox work', u'argentnox likes', u'lovedbyFolkRock7777777', u'schwarzerpanter', u'gefaelltholgersehr']"
113,Das Spiel,6452,23249,227000,"[u'medieval', u'german', u'german rock', u'strani', u'folk rock', u'Mittelalter', u'mygothic', u'fast', u'fantastic', u'folk metal', u'male vocalists', u'sertanejo', u'medieval folk', u'good song', u'mustHave', u'mittelalter rock', u'live seen', u'uber', u'das Spiel', u'nachtgeschrei', u'duddelsack', u'German rock playlist']"
114,Die Flügel,1954,11989,181000,"[u'nachtgeschrei', u'medieval', u'german', u'schwarzerpanter']"
115,Giamonios,67578,491779,83000,"[u'folk metal', u'instrumental', u'folk', u'celtic', u'metal', u'pagan metal', u'Celtic Folk Metal', u'celtic metal', u'acoustic', u'Melodic Death Metal', u'folk melodic death metal', u'Eluveitie', u'gaelic metal', u'epic metal', u'Atmosphere', u'pagan folk metal', u'medieval', u'viking metal', u'death metal', u'melodic metal', u'wonderful', u'pagan death metal', u'Folk Death Metal', u'folk and viking metal', u'celtic pagan metal', u'irish folk instruments', u'celtic death metal', u'genious feeling', u'songs with rain in it', u'heavy metal', u'seen live', u'epic', u'Awesome', u'flute', u'irish', u'Pagan', u'short song', u'ireland', u'7 of 10 stars', u'6 of 10 stars', u'celtic folk', u'9 lbs hammer', u'pure bliss', u'flutes', u'Epic Folk Metal', u'all time fave', u'fantastic feeling', u'genious atmosphere', u'beautiful flutes', u'cfolkmetk']"
116,Slania's Song,42519,413792,423000,"[u'folk metal', u'pagan metal', u'Melodic Death Metal', u'Celtic Folk Metal', u'metal', u'celtic metal', u'folk', u'death metal', u'celtic', u'Folk Death Metal', u'Eluveitie', u'pagan folk metal', u'female vocalists', u'10 of 10 stars', u'magical', u'pagan death metal', u'swiss metal', u'symphonic black', u'celtic pagan metal', u'melodic death-folk metal', u'celtic death metal', u'heavy metal', u'seen live', u'epic', u'male vocalist', u'female vocalist', u'swiss', u'epic metal', u'melodic metal', u'celtic folk', u'9 lbs hammer', u'Epic Folk Metal', u'fon', u'coup de coeur', u'melodic death folk metal', u'gaelic metal', u'RM', u'not in english or croatian', u'linguistic orgasm']"
117,The Somber Lay,77412,626410,240000,"[u'folk metal', u'pagan metal', u'Melodic Death Metal', u'Celtic Folk Metal', u'celtic metal', u'metal', u'gaelic metal', u'viking metal', u'Eluveitie', u'folk', u'death metal', u'folk melodic death metal', u'pagan folk metal', u'seen live', u'epic metal', u'melodic metal', u'celtic folk', u'pagan death metal', u'Folk Death Metal', u'celtic pagan metal', u'celtic death metal', u'heavy metal', u'happy', u'epic', u'medieval', u'violin', u'loved', u'Pagan', u'celtic', u'swiss', u'investigate further', u'7 of 10 stars', u'6 of 10 stars', u'mustHave', u'9 lbs hammer', u'b', u'happy metal', u'folk and viking metal', u'Viking Folk Metal', u'spirit', u'best band', u'Epic Folk Metal', u'uber', u'viking pagan metal', u'great feeling', u'Swiss Folk Metal', u'fiesta pagana', u'folk instruments', u'addictive as fuck', u'nice violin']"
118,Bloodstained Ground,78283,678450,200000,"[u'folk metal', u'Melodic Death Metal', u'pagan metal', u'Celtic Folk Metal', u'celtic metal', u'metal', u'death metal', u'Folk Death Metal', u'folk', u'viking metal', u'Eluveitie', u'celtic folk', u'gaelic metal', u'melodic metal', u'folk melodic death metal', u'epic', u'medieval', u'celtic', u'gaelic', u'pagan folk metal', u'Atmospheric Epic Metal', u'seen live', u'Awesome', u'epic metal', u'celtic pagan metal', u'metaaaal', u'heavy metal', u'melodic', u'atmospheric', u'great', u'loved', u'Pagan', u'war metal', u'english', u'8 of 10 stars', u'7 of 10 stars', u'6 of 10 stars', u'Mittelalter', u'pagan death metal', u'Play this loud enough to raise the dead', u'718 Metal', u'9 lbs hammer', u'folk and viking metal', u'trilingual', u'hurdygurdy', u'flutes', u'Epic Folk Metal', u'great live band', u'growling vocals', u'seen alive']"
119,Anagantios,75241,545173,43000,"[u'folk metal', u'instrumental', u'folk', u'pagan metal', u'celtic', u'Celtic Folk Metal', u'metal', u'Melodic Death Metal', u'celtic metal', u'celtic folk', u'viking metal', u'folk melodic death metal', u'beautiful', u'Awesome', u'swiss', u'Eluveitie', u'pagan folk metal', u'great violinist', u'seen live', u'epic', u'death metal', u'epic metal', u'melodic metal', u'Atmosphere', u'Folk Death Metal', u'celtic pagan metal', u'favourite song by eluveitie', u'gaelic metal', u'celtic death metal', u'heavy metal', u'chill', u'sad', u'violin', u'death', u'winter', u'Pagan', u'cold', u'autumn', u'wonderful', u'Eargasm', u'7 of 10 stars', u'6 of 10 stars', u'choirs', u'genious', u'pagan death metal', u'mustHave', u'9 lbs hammer', u'folk and viking metal', u'Celtic Traditional', u'pure bliss']"
120,Gray Sublime Archon,86875,821629,24000,"[u'folk metal', u'Melodic Death Metal', u'Celtic Folk Metal', u'celtic metal', u'metal', u'pagan metal', u'death metal', u'folk melodic death metal', u'Eluveitie', u'epic viking metal', u'folk', u'heavy metal', u'melodic', u'violin', u'epic metal', u'melodic metal', u'pagan death metal', u'Folk Death Metal', u'celtic pagan metal', u'pagan folk metal', u'celtic death metal', u'seen live', u'doom metal', u'happy', u'medieval', u'beautiful', u'viking metal', u'choir', u'flute', u'emotional', u'Pagan', u'Favourites', u'8 of 10 stars', u'9 of 10 stars', u'addictive', u'FUCKING AWESOME', u'Eargasm', u'6 of 10 stars', u'celtic folk', u'feeling', u'Slash', u'best songs ever', u'hurdy-gurdy', u'genious', u'heavy fucking metal', u'eminently listenable', u'catchy as hell', u'9 lbs hammer', u'entrancing', u'if this were a pokemon i would catch it']"
121,Inis Mona,138021,1763870,249000,"[u'folk metal', u'pagan metal', u'celtic metal', u'Melodic Death Metal', u'metal', u'Celtic Folk Metal', u'viking metal', u'folk melodic death metal', u'folk', u'Eluveitie', u'Awesome', u'death metal', u'manau cover', u'swiss', u'gaelic metal', u'Pagan', u'celtic', u'manau', u'Melodic Folk Death', u'epic metal', u'swiss metal', u'manau metal', u'seen live', u'favorites', u'epic', u'best of 2008', u'pagan folk metal', u'Legendary', u'melodic metal', u'10 of 10 stars', u'celtic folk', u'pagan death metal', u'Folk Death Metal', u'Play this loud enough to raise the dead', u'powerfull', u'songs I obsessed with', u'heavy metal', u'black metal', u'2008', u'fantastic', u'switzerland', u'fuck yeah', u'rap metal', u'pwnage', u'folk and viking metal', u'Epic Folk Metal', u'symphonic black', u'celtic pagan metal', u'bogowie', u'fiddle metal']"
122,04 The Arcane Dominion,7407,48169,0,"[u'folk metal', u'Melodic Death Metal', u'pagan metal', u'celtic metal']"
123,03 A Girls Oath,7359,45639,0,"[u'folk metal', u'Melodic Death Metal', u'pagan metal', u'celtic metal']"
